d,t,ln(t),asin(ln(t)),p,ln(p),ln(ln(p)),asin(ln(ln(p))),ln(ln(p_s)),asin(ln(ln(p_s))),ln(p_s),p_s,asin(ln(ln(p_r))),ln(ln(p_r)),ln(p_r),p_r,dp,ln(dp),ln(ln(dp)),p_m,ln(p_m),ln(ln(p_m)),asin(ln(ln(p_m))),dp_m,ln(dp_m),ln(ln(dp_m)),ln(ln(dp))%,ln(ln(dp_m))%,ixic_p,ln(ixic_p),ixic_p_s,ln(ixic_p_s),ixic_p_r,ln(ixic_p_r),ixic_dp,ixic_dp%,ixic_diff_dp%
2015-07-01,4.7370,7.5554,0.7109,257.7800,8.5521,5.1462,0.7296,5.1020,0.7177,8.1825,178.1238,0.8319,5.4524,11.6163,5520.9081,0.0118,0.8093,2.7884,203.0358,8.3134,5.1179,0.7219,0.0042,0.7386,2.6969,0.2016,0.0776,5029.0500,8.5230,3887.8173,8.2656,6629.7517,8.7993,0.2574,0.4822,-0.2806
2015-07-02,4.7397,7.5560,0.7110,256.0100,8.5452,5.1454,0.7294,5.1023,0.7178,8.1850,178.5750,0.8320,5.4526,11.6185,5532.9818,0.0115,0.8066,2.7851,203.2194,8.3143,5.1180,0.7220,0.0041,0.7380,2.6963,0.1971,0.0767,5024.3000,8.5220,3889.3123,8.2660,6632.3009,8.7997,0.2561,0.4798,-0.2827
2015-07-03,4.7425,7.5566,0.7111,254.6800,8.5400,5.1448,0.7292,5.1026,0.7179,8.1875,179.0273,0.8321,5.4528,11.6207,5545.0748,0.0113,0.8044,2.7823,203.4053,8.3152,5.1181,0.7220,0.0041,0.7375,2.6956,0.1933,0.0758,5024.3000,8.5220,3890.8078,8.2664,6634.8512,8.8001,0.2557,0.4790,-0.2857
2015-07-04,4.7452,7.5571,0.7112,257.5500,8.5512,5.1461,0.7296,5.1029,0.7180,8.1901,179.4806,0.8322,5.4530,11.6228,5557.1869,0.0116,0.8069,2.7854,203.5935,8.3161,5.1182,0.7220,0.0040,0.7371,2.6949,0.1975,0.0749,5024.3000,8.5220,3892.3039,8.2668,6637.4024,8.8005,0.2553,0.4783,-0.2808
2015-07-05,4.7479,7.5577,0.7113,266.3200,8.5847,5.1500,0.7306,5.1032,0.7181,8.1926,179.9349,0.8323,5.4532,11.6250,5569.3184,0.0126,0.8157,2.7963,203.7840,8.3171,5.1183,0.7221,0.0040,0.7366,2.6942,0.2123,0.0740,5024.3000,8.5220,3893.8005,8.2671,6639.9546,8.8009,0.2549,0.4776,-0.2653
2015-07-06,4.7507,7.5583,0.7114,273.2800,8.6105,5.1530,0.7314,5.1035,0.7181,8.1951,180.3902,0.8323,5.4533,11.6272,5581.4690,0.0133,0.8223,2.8044,203.9767,8.3180,5.1184,0.7221,0.0039,0.7361,2.6936,0.2232,0.0731,4963.8000,8.5099,3895.2977,8.2675,6642.5077,8.8012,0.2424,0.4542,-0.2310
2015-07-07,4.7534,7.5589,0.7115,266.8500,8.5867,5.1502,0.7307,5.1038,0.7182,8.1976,180.8465,0.8324,5.4535,11.6294,5593.6390,0.0125,0.8148,2.7952,204.1718,8.3190,5.1185,0.7221,0.0039,0.7356,2.6929,0.2108,0.0722,4993.7600,8.5159,3896.7955,8.2679,6645.0619,8.8016,0.2480,0.4647,-0.2539
2015-07-08,4.7562,7.5594,0.7116,268.3700,8.5924,5.1509,0.7309,5.1042,0.7183,8.2002,181.3039,0.8325,5.4537,11.6316,5605.8282,0.0126,0.8157,2.7963,204.3692,8.3199,5.1187,0.7222,0.0038,0.7351,2.6923,0.2123,0.0713,4953.9800,8.5079,3898.2939,8.2683,6647.6170,8.8020,0.2397,0.4490,-0.2367
2015-07-09,4.7589,7.5600,0.7117,269.2300,8.5956,5.1512,0.7310,5.1045,0.7184,8.2027,181.7623,0.8326,5.4539,11.6337,5618.0368,0.0126,0.8159,2.7966,204.5689,8.3209,5.1188,0.7222,0.0038,0.7346,2.6916,0.2126,0.0704,4976.1500,8.5124,3899.7929,8.2687,6650.1731,8.8024,0.2437,0.4567,-0.2441
2015-07-10,4.7616,7.5606,0.7118,284.4700,8.6506,5.1576,0.7327,5.1048,0.7185,8.2052,182.2218,0.8327,5.4541,11.6359,5630.2647,0.0143,0.8307,2.8145,204.7709,8.3219,5.1189,0.7222,0.0037,0.7341,2.6910,0.2370,0.0695,4981.2400,8.5134,3901.2924,8.2691,6652.7302,8.8028,0.2444,0.4579,-0.2209
2015-07-11,4.7644,7.5612,0.7119,292.5400,8.6786,5.1609,0.7336,5.1051,0.7186,8.2077,182.6823,0.8327,5.4543,11.6381,5642.5120,0.0151,0.8378,2.8231,204.9752,8.3229,5.1190,0.7222,0.0037,0.7337,2.6903,0.2485,0.0687,4981.2400,8.5134,3902.7925,8.2694,6655.2883,8.8032,0.2440,0.4571,-0.2087
2015-07-12,4.7671,7.5617,0.7120,306.7500,8.7260,5.1663,0.7351,5.1054,0.7186,8.2103,183.1438,0.8328,5.4545,11.6403,5654.7786,0.0165,0.8502,2.8377,205.1819,8.3239,5.1191,0.7223,0.0036,0.7332,2.6897,0.2684,0.0678,4981.2400,8.5134,3904.2932,8.2698,6657.8474,8.8036,0.2436,0.4564,-0.1881
2015-07-13,4.7699,7.5623,0.7121,291.5200,8.6751,5.1605,0.7335,5.1057,0.7187,8.2128,183.6064,0.8329,5.4547,11.6424,5667.0645,0.0148,0.8354,2.8202,205.3908,8.3249,5.1193,0.7223,0.0036,0.7327,2.6890,0.2446,0.0669,5037.2700,8.5246,3905.7945,8.2702,6660.4074,8.8039,0.2544,0.4767,-0.2320
2015-07-14,4.7726,7.5629,0.7122,291.1000,8.6737,5.1603,0.7335,5.1060,0.7188,8.2153,184.0700,0.8330,5.4548,11.6446,5679.3699,0.0147,0.8343,2.8189,205.6021,8.3259,5.1194,0.7223,0.0035,0.7323,2.6884,0.2428,0.0661,5077.1200,8.5325,3907.2963,8.2706,6662.9685,8.8043,0.2619,0.4907,-0.2479
2015-07-15,4.7753,7.5635,0.7123,290.1400,8.6704,5.1599,0.7334,5.1063,0.7189,8.2178,184.5347,0.8331,5.4550,11.6468,5691.6947,0.0145,0.8327,2.8169,205.8156,8.3270,5.1195,0.7224,0.0035,0.7318,2.6878,0.2402,0.0652,5111.1100,8.5392,3908.7987,8.2710,6665.5305,8.8047,0.2682,0.5025,-0.2623
2015-07-16,4.7781,7.5640,0.7124,281.3700,8.6397,5.1564,0.7324,5.1066,0.7190,8.2204,185.0004,0.8331,5.4552,11.6489,5704.0389,0.0134,0.8234,2.8057,206.0315,8.3280,5.1196,0.7224,0.0035,0.7314,2.6872,0.2249,0.0644,5138.1800,8.5445,3910.3017,8.2714,6668.0935,8.8051,0.2731,0.5117,-0.2867
2015-07-17,4.7808,7.5646,0.7125,276.7100,8.6230,5.1544,0.7318,5.1069,0.7190,8.2229,185.4672,0.8332,5.4554,11.6511,5716.4025,0.0128,0.8180,2.7990,206.2498,8.3291,5.1198,0.7224,0.0034,0.7309,2.6865,0.2160,0.0635,5196.1100,8.5557,3911.8053,8.2718,6670.6575,8.8055,0.2839,0.5319,-0.3160
2015-07-18,4.7836,7.5652,0.7126,278.7800,8.6304,5.1553,0.7321,5.1072,0.7191,8.2254,185.9350,0.8333,5.4556,11.6533,5728.7856,0.0130,0.8193,2.8008,206.4703,8.3302,5.1199,0.7225,0.0034,0.7305,2.6859,0.2183,0.0627,5196.1100,8.5557,3913.3095,8.2721,6673.2225,8.8059,0.2835,0.5312,-0.3130
2015-07-19,4.7863,7.5658,0.7127,276.0900,8.6207,5.1542,0.7318,5.1075,0.7192,8.2279,186.4039,0.8334,5.4558,11.6554,5741.1882,0.0126,0.8159,2.7965,206.6932,8.3312,5.1200,0.7225,0.0033,0.7300,2.6853,0.2125,0.0619,5196.1100,8.5557,3914.8142,8.2725,6675.7884,8.8062,0.2831,0.5305,-0.3180
2015-07-20,4.7890,7.5663,0.7128,277.3700,8.6254,5.1547,0.7319,5.1078,0.7193,8.2304,186.8738,0.8335,5.4560,11.6576,5753.6103,0.0126,0.8165,2.7972,206.9184,8.3323,5.1201,0.7225,0.0033,0.7296,2.6847,0.2135,0.0610,5223.1800,8.5609,3916.3195,8.2729,6678.3554,8.8066,0.2880,0.5395,-0.3260
2015-07-21,4.7918,7.5669,0.7129,279.0600,8.6314,5.1554,0.7321,5.1081,0.7194,8.2330,187.3448,0.8335,5.4561,11.6597,5766.0518,0.0128,0.8175,2.7985,207.1459,8.3334,5.1203,0.7226,0.0032,0.7291,2.6841,0.2152,0.0602,5219.2000,8.5601,3917.8254,8.2733,6680.9233,8.8070,0.2868,0.5374,-0.3222
2015-07-22,4.7945,7.5675,0.7130,276.5100,8.6222,5.1543,0.7318,5.1085,0.7194,8.2355,187.8169,0.8336,5.4563,11.6619,5778.5129,0.0124,0.8142,2.7944,207.3758,8.3345,5.1204,0.7226,0.0032,0.7287,2.6835,0.2097,0.0594,5146.0300,8.5460,3919.3319,8.2737,6683.4922,8.8074,0.2723,0.5102,-0.3005
2015-07-23,4.7973,7.5680,0.7131,277.1300,8.6245,5.1546,0.7319,5.1088,0.7195,8.2380,188.2900,0.8337,5.4565,11.6641,5790.9935,0.0124,0.8141,2.7943,207.6080,8.3357,5.1205,0.7227,0.0031,0.7282,2.6829,0.2095,0.0586,5180.3300,8.5526,3920.8389,8.2741,6686.0621,8.8078,0.2786,0.5219,-0.3124
2015-07-24,4.8000,7.5686,0.7132,284.6800,8.6514,5.1577,0.7328,5.1091,0.7196,8.2405,188.7642,0.8338,5.4567,11.6662,5803.4937,0.0132,0.8210,2.8027,207.8426,8.3368,5.1207,0.7227,0.0031,0.7278,2.6823,0.2210,0.0578,5166.9100,8.5500,3922.3465,8.2744,6688.6330,8.8082,0.2756,0.5163,-0.2954
2015-07-25,4.8027,7.5692,0.7133,289.1000,8.6668,5.1595,0.7332,5.1094,0.7197,8.2430,189.2394,0.8339,5.4569,11.6684,5816.0134,0.0136,0.8246,2.8072,208.0795,8.3379,5.1208,0.7227,0.0030,0.7274,2.6817,0.2270,0.0570,5166.9100,8.5500,3923.8547,8.2748,6691.2049,8.8085,0.2752,0.5156,-0.2887
2015-07-26,4.8055,7.5698,0.7134,291.6300,8.6755,5.1605,0.7335,5.1097,0.7198,8.2455,189.7157,0.8340,5.4571,11.6705,5828.5528,0.0138,0.8264,2.8093,208.3188,8.3391,5.1210,0.7228,0.0030,0.7270,2.6811,0.2298,0.0562,5166.9100,8.5500,3925.3635,8.2752,6693.7778,8.8089,0.2748,0.5149,-0.2851
2015-07-27,4.8082,7.5703,0.7135,291.9200,8.6765,5.1606,0.7336,5.1100,0.7198,8.2480,190.1931,0.8340,5.4573,11.6727,5841.1117,0.0137,0.8259,2.8088,208.5604,8.3402,5.1211,0.7228,0.0030,0.7265,2.6805,0.2291,0.0554,5055.9200,8.5283,3926.8729,8.2756,6696.3517,8.8093,0.2527,0.4735,-0.2444
2015-07-28,4.8110,7.5709,0.7136,294.6500,8.6858,5.1617,0.7339,5.1103,0.7199,8.2506,190.6716,0.8341,5.4574,11.6748,5853.6902,0.0139,0.8278,2.8111,208.8044,8.3414,5.1212,0.7228,0.0029,0.7261,2.6800,0.2322,0.0546,5063.4400,8.5298,3928.3828,8.2760,6698.9265,8.8097,0.2538,0.4756,-0.2433
2015-07-29,4.8137,7.5715,0.7137,290.6900,8.6723,5.1601,0.7334,5.1106,0.7200,8.2531,191.1511,0.8342,5.4576,11.6770,5866.2884,0.0134,0.8233,2.8056,209.0507,8.3426,5.1214,0.7229,0.0029,0.7257,2.6794,0.2248,0.0539,5097.8600,8.5366,3929.8934,8.2764,6701.5024,8.8101,0.2602,0.4875,-0.2627
2015-07-30,4.8164,7.5720,0.7138,287.7300,8.6620,5.1589,0.7331,5.1109,0.7201,8.2556,191.6318,0.8343,5.4578,11.6791,5878.9062,0.0130,0.8197,2.8012,209.2994,8.3438,5.1215,0.7229,0.0028,0.7253,2.6788,0.2189,0.0531,5100.3000,8.5371,3931.4045,8.2768,6704.0792,8.8105,0.2603,0.4877,-0.2688
2015-07-31,4.8192,7.5726,0.7139,284.1500,8.6495,5.1575,0.7327,5.1112,0.7202,8.2581,192.1135,0.8344,5.4580,11.6813,5891.5437,0.0125,0.8155,2.7960,209.5505,8.3450,5.1217,0.7230,0.0028,0.7249,2.6783,0.2118,0.0523,5148.1800,8.5464,3932.9162,8.2771,6706.6570,8.8109,0.2693,0.5045,-0.2927
2015-08-01,4.8219,7.5732,0.7140,280.4300,8.6363,5.1560,0.7323,5.1115,0.7202,8.2606,192.5962,0.8344,5.4582,11.6834,5904.2008,0.0120,0.8110,2.7905,209.8039,8.3462,5.1218,0.7230,0.0027,0.7245,2.6777,0.2044,0.0516,5148.1800,8.5464,3934.4284,8.2775,6709.2358,8.8112,0.2689,0.5038,-0.2994
2015-08-02,4.8247,7.5737,0.7141,279.4300,8.6328,5.1556,0.7322,5.1118,0.7203,8.2631,193.0801,0.8345,5.4584,11.6856,5916.8777,0.0118,0.8092,2.7883,210.0598,8.3474,5.1219,0.7230,0.0027,0.7241,2.6771,0.2015,0.0508,5148.1800,8.5464,3935.9413,8.2779,6711.8157,8.8116,0.2685,0.5031,-0.3016
2015-08-03,4.8274,7.5743,0.7142,283.1600,8.6460,5.1571,0.7326,5.1121,0.7204,8.2656,193.5651,0.8346,5.4585,11.6877,5929.5742,0.0122,0.8123,2.7921,210.3180,8.3486,5.1221,0.7231,0.0027,0.7237,2.6766,0.2066,0.0501,5134.3400,8.5437,3937.4547,8.2783,6714.3965,8.8120,0.2654,0.4973,-0.2907
2015-08-04,4.8301,7.5749,0.7143,283.7100,8.6480,5.1573,0.7326,5.1124,0.7205,8.2681,194.0511,0.8347,5.4587,11.6898,5942.2905,0.0122,0.8121,2.7919,210.5785,8.3499,5.1222,0.7231,0.0026,0.7233,2.6760,0.2063,0.0493,5110.9600,8.5391,3938.9687,8.2787,6716.9783,8.8124,0.2605,0.4880,-0.2817
2015-08-05,4.8329,7.5754,0.7144,282.5300,8.6438,5.1568,0.7325,5.1127,0.7206,8.2706,194.5383,0.8348,5.4589,11.6920,5955.0265,0.0119,0.8102,2.7896,210.8415,8.3511,5.1224,0.7231,0.0026,0.7229,2.6755,0.2031,0.0486,5132.7700,8.5434,3940.4833,8.2791,6719.5610,8.8128,0.2643,0.4953,-0.2921
2015-08-06,4.8356,7.5760,0.7145,278.7600,8.6304,5.1553,0.7321,5.1130,0.7207,8.2731,195.0265,0.8348,5.4591,11.6941,5967.7823,0.0114,0.8057,2.7839,211.1069,8.3524,5.1225,0.7232,0.0025,0.7225,2.6750,0.1955,0.0479,5146.6300,8.5461,3941.9985,8.2794,6722.1448,8.8132,0.2667,0.4996,-0.3041
2015-08-07,4.8384,7.5766,0.7146,277.4100,8.6255,5.1547,0.7319,5.1133,0.7207,8.2756,195.5158,0.8349,5.4593,11.6963,5980.5578,0.0112,0.8036,2.7813,211.3746,8.3536,5.1227,0.7232,0.0025,0.7221,2.6744,0.1919,0.0471,5043.9700,8.5259,3943.5143,8.2798,6724.7296,8.8135,0.2461,0.4611,-0.2692
2015-08-08,4.8411,7.5771,0.7147,270.4400,8.6001,5.1518,0.7311,5.1136,0.7208,8.2781,196.0063,0.8350,5.4595,11.6984,5993.3532,0.0103,0.7955,2.7712,211.6448,8.3549,5.1228,0.7233,0.0025,0.7217,2.6739,0.1782,0.0464,5043.9700,8.5259,3945.0306,8.2802,6727.3154,8.8139,0.2457,0.4604,-0.2822
2015-08-09,4.8438,7.5777,0.7148,264.1600,8.5766,5.1490,0.7304,5.1139,0.7209,8.2807,196.4978,0.8351,5.4596,11.7005,6006.1683,0.0095,0.7879,2.7616,211.9174,8.3562,5.1230,0.7233,0.0024,0.7213,2.6734,0.1653,0.0457,5043.9700,8.5259,3946.5475,8.2806,6729.9021,8.8143,0.2454,0.4597,-0.2944
2015-08-10,4.8466,7.5783,0.7149,264.2600,8.5769,5.1491,0.7304,5.1142,0.7210,8.2832,196.9904,0.8352,5.4598,11.7027,6019.0033,0.0094,0.7873,2.7609,212.1923,8.3575,5.1232,0.7234,0.0024,0.7210,2.6728,0.1642,0.0450,5081.7200,8.5334,3948.0651,8.2810,6732.4899,8.8147,0.2524,0.4730,-0.3087
2015-08-11,4.8493,7.5788,0.7150,266.2700,8.5845,5.1500,0.7306,5.1145,0.7211,8.2857,197.4841,0.8352,5.4600,11.7048,6031.8580,0.0096,0.7888,2.7627,212.4697,8.3588,5.1233,0.7234,0.0023,0.7206,2.6723,0.1668,0.0443,5069.1600,8.5309,3949.5831,8.2814,6735.0786,8.8151,0.2496,0.4676,-0.3008
2015-08-12,4.8521,7.5794,0.7151,268.1200,8.5914,5.1508,0.7308,5.1148,0.7211,8.2882,197.9790,0.8353,5.4602,11.7069,6044.7327,0.0097,0.7901,2.7644,212.7495,8.3601,5.1235,0.7234,0.0023,0.7202,2.6718,0.1690,0.0436,4994.5200,8.5161,3951.1018,8.2817,6737.6684,8.8155,0.2343,0.4391,-0.2701
2015-08-13,4.8548,7.5800,0.7152,265.1000,8.5801,5.1494,0.7305,5.1151,0.7212,8.2907,198.4749,0.8354,5.4604,11.7091,6057.6272,0.0093,0.7860,2.7592,213.0318,8.3614,5.1236,0.7235,0.0023,0.7198,2.6713,0.1620,0.0429,5050.9400,8.5273,3952.6211,8.2821,6740.2591,8.8159,0.2452,0.4594,-0.2974
2015-08-14,4.8575,7.5805,0.7153,264.8000,8.5790,5.1493,0.7304,5.1154,0.7213,8.2932,198.9720,0.8355,5.4605,11.7112,6070.5416,0.0091,0.7850,2.7579,213.3164,8.3628,5.1238,0.7235,0.0022,0.7195,2.6708,0.1602,0.0422,5025.9200,8.5224,3954.1409,8.2825,6742.8509,8.8162,0.2398,0.4494,-0.2892
2015-08-15,4.8603,7.5811,0.7154,264.4400,8.5776,5.1492,0.7304,5.1157,0.7214,8.2957,199.4702,0.8356,5.4607,11.7133,6083.4758,0.0090,0.7838,2.7564,213.6035,8.3641,5.1240,0.7236,0.0022,0.7191,2.6703,0.1582,0.0415,5025.9200,8.5224,3955.6614,8.2829,6745.4436,8.8166,0.2395,0.4487,-0.2904
2015-08-16,4.8630,7.5817,0.7155,257.5000,8.5510,5.1461,0.7295,5.1160,0.7215,8.2982,199.9695,0.8356,5.4609,11.7155,6096.4300,0.0081,0.7753,2.7454,213.8930,8.3655,5.1241,0.7236,0.0022,0.7188,2.6698,0.1433,0.0408,5025.9200,8.5224,3957.1824,8.2833,6748.0373,8.8170,0.2391,0.4479,-0.3046
2015-08-17,4.8658,7.5822,0.7156,256.9600,8.5489,5.1458,0.7295,5.1163,0.7215,8.3007,200.4699,0.8357,5.4611,11.7176,6109.4042,0.0079,0.7739,2.7437,214.1850,8.3668,5.1243,0.7237,0.0021,0.7184,2.6693,0.1410,0.0402,5032.3400,8.5236,3958.7040,8.2837,6750.6321,8.8174,0.2400,0.4496,-0.3087
2015-08-18,4.8685,7.5828,0.7157,247.3100,8.5106,5.1413,0.7283,5.1166,0.7216,8.3032,200.9714,0.8358,5.4613,11.7197,6122.3982,0.0066,0.7617,2.7278,214.4794,8.3682,5.1244,0.7237,0.0021,0.7180,2.6688,0.1195,0.0395,5082.1700,8.5335,3960.2262,8.2841,6753.2278,8.8178,0.2494,0.4674,-0.3479
2015-08-19,4.8712,7.5833,0.7158,231.2300,8.4434,5.1334,0.7261,5.1169,0.7217,8.3057,201.4741,0.8359,5.4615,11.7218,6135.4122,0.0044,0.7406,2.6997,214.7763,8.3696,5.1246,0.7237,0.0020,0.7177,2.6683,0.0814,0.0388,5039.0300,8.5250,3961.7489,8.2844,6755.8245,8.8182,0.2405,0.4507,-0.3693
2015-08-20,4.8740,7.5839,0.7159,233.4300,8.4529,5.1345,0.7264,5.1172,0.7218,8.3082,201.9779,0.8360,5.4616,11.7240,6148.4462,0.0046,0.7427,2.7026,215.0757,8.3710,5.1248,0.7238,0.0020,0.7173,2.6678,0.0853,0.0382,4973.4900,8.5119,3963.2723,8.2848,6758.4222,8.8185,0.2271,0.4254,-0.3401
2015-08-21,4.8767,7.5845,0.7160,233.7700,8.4543,5.1347,0.7265,5.1175,0.7219,8.3107,202.4828,0.8360,5.4618,11.7261,6161.5002,0.0046,0.7424,2.7021,215.3775,8.3724,5.1249,0.7238,0.0020,0.7170,2.6673,0.0847,0.0375,4801.0400,8.4766,3964.7962,8.2852,6761.0210,8.8189,0.1914,0.3586,-0.2739
2015-08-22,4.8795,7.5850,0.7161,229.1500,8.4344,5.1323,0.7258,5.1178,0.7219,8.3132,202.9888,0.8361,5.4620,11.7282,6174.5742,0.0039,0.7355,2.6928,215.6817,8.3738,5.1251,0.7239,0.0019,0.7167,2.6668,0.0720,0.0369,4801.0400,8.4766,3966.3208,8.2856,6763.6207,8.8193,0.1910,0.3579,-0.2858
2015-08-23,4.8822,7.5856,0.7162,229.5900,8.4363,5.1325,0.7259,5.1181,0.7220,8.3156,203.4960,0.8362,5.4622,11.7303,6187.6682,0.0039,0.7353,2.6926,215.9885,8.3752,5.1253,0.7239,0.0019,0.7163,2.6664,0.0717,0.0362,4801.0400,8.4766,3967.8459,8.2860,6766.2214,8.8197,0.1906,0.3571,-0.2854
2015-08-24,4.8849,7.5862,0.7163,217.3200,8.3814,5.1260,0.7241,5.1184,0.7221,8.3181,204.0043,0.8363,5.4624,11.7324,6200.7822,0.0020,0.7175,2.6680,216.2977,8.3767,5.1254,0.7240,0.0019,0.7160,2.6659,0.0384,0.0356,4351.6100,8.3783,3969.3716,8.2864,6768.8231,8.8201,0.0919,0.1723,-0.1339
2015-08-25,4.8877,7.5867,0.7164,214.8800,8.3701,5.1247,0.7238,5.1187,0.7222,8.3206,204.5137,0.8364,5.4625,11.7345,6213.9163,0.0016,0.7131,2.6619,216.6094,8.3781,5.1256,0.7240,0.0018,0.7157,2.6654,0.0302,0.0350,4687.2700,8.4526,3970.8979,8.2867,6771.4258,8.8205,0.1659,0.3108,-0.2806
2015-08-26,4.8904,7.5873,0.7165,226.3800,8.4222,5.1309,0.7254,5.1190,0.7223,8.3231,205.0243,0.8364,5.4627,11.7367,6227.0705,0.0032,0.7287,2.6834,216.9237,8.3795,5.1258,0.7241,0.0018,0.7153,2.6650,0.0594,0.0344,4633.5100,8.4411,3972.4247,8.2871,6774.0296,8.8209,0.1539,0.2884,-0.2291
2015-08-27,4.8932,7.5878,0.7166,226.2200,8.4215,5.1308,0.7254,5.1193,0.7223,8.3256,205.5360,0.8365,5.4629,11.7388,6240.2447,0.0031,0.7277,2.6821,217.2404,8.3810,5.1260,0.7241,0.0018,0.7150,2.6645,0.0575,0.0337,4761.0500,8.4682,3973.9522,8.2875,6776.6343,8.8212,0.1807,0.3386,-0.2811
2015-08-28,4.8959,7.5884,0.7167,228.9000,8.4333,5.1322,0.7258,5.1196,0.7224,8.3281,206.0489,0.8366,5.4631,11.7409,6253.4390,0.0034,0.7305,2.6860,217.5596,8.3825,5.1261,0.7242,0.0017,0.7147,2.6641,0.0629,0.0331,4792.1100,8.4747,3975.4803,8.2879,6779.2400,8.8216,0.1868,0.3500,-0.2872
2015-08-29,4.8986,7.5890,0.7168,230.1800,8.4389,5.1328,0.7260,5.1199,0.7225,8.3306,206.5629,0.8367,5.4633,11.7430,6266.6535,0.0035,0.7315,2.6873,217.8813,8.3840,5.1263,0.7242,0.0017,0.7144,2.6636,0.0646,0.0325,4792.1100,8.4747,3977.0089,8.2883,6781.8467,8.8220,0.1864,0.3493,-0.2847
2015-08-30,4.9014,7.5895,0.7169,228.1400,8.4300,5.1318,0.7257,5.1202,0.7226,8.3331,207.0781,0.8368,5.4634,11.7451,6279.8880,0.0031,0.7280,2.6825,218.2056,8.3854,5.1265,0.7242,0.0017,0.7140,2.6632,0.0581,0.0319,4792.1100,8.4747,3978.5381,8.2887,6784.4545,8.8224,0.1861,0.3486,-0.2905
2015-08-31,4.9041,7.5901,0.7170,228.8600,8.4331,5.1322,0.7258,5.1205,0.7227,8.3356,207.5944,0.8368,5.4636,11.7472,6293.1427,0.0031,0.7282,2.6828,218.5324,8.3869,5.1267,0.7243,0.0016,0.7137,2.6627,0.0585,0.0313,4798.6800,8.4761,3980.0679,8.2891,6787.0632,8.8228,0.1870,0.3505,-0.2920
2015-09-01,4.9068,7.5906,0.7171,228.2100,8.4303,5.1318,0.7257,5.1208,0.7227,8.3381,208.1118,0.8369,5.4638,11.7493,6306.4176,0.0030,0.7265,2.6805,218.8617,8.3884,5.1269,0.7243,0.0016,0.7134,2.6623,0.0554,0.0307,4673.6100,8.4497,3981.5983,8.2894,6789.6729,8.8232,0.1602,0.3002,-0.2449
2015-09-02,4.9096,7.5912,0.7172,228.6500,8.4322,5.1321,0.7257,5.1211,0.7228,8.3406,208.6304,0.8370,5.4640,11.7514,6319.7126,0.0029,0.7263,2.6803,219.1935,8.3900,5.1270,0.7244,0.0016,0.7131,2.6619,0.0550,0.0302,4704.4200,8.4563,3983.1293,8.2898,6792.2837,8.8235,0.1664,0.3118,-0.2568
2015-09-03,4.9123,7.5917,0.7173,227.7000,8.4280,5.1316,0.7256,5.1214,0.7229,8.3431,209.1502,0.8371,5.4642,11.7535,6333.0279,0.0027,0.7243,2.6774,219.5279,8.3915,5.1272,0.7244,0.0016,0.7128,2.6615,0.0512,0.0296,4763.1000,8.4687,3984.6609,8.2902,6794.8954,8.8239,0.1784,0.3343,-0.2832
2015-09-04,4.9151,7.5923,0.7174,229.3500,8.4352,5.1324,0.7258,5.1217,0.7230,8.3455,209.6712,0.8372,5.4643,11.7556,6346.3633,0.0029,0.7257,2.6794,219.8649,8.3930,5.1274,0.7245,0.0015,0.7125,2.6610,0.0539,0.0290,4670.3500,8.4490,3986.1931,8.2906,6797.5082,8.8243,0.1584,0.2968,-0.2429
2015-09-05,4.9178,7.5929,0.7175,233.4300,8.4529,5.1345,0.7264,5.1220,0.7231,8.3480,210.1932,0.8372,5.4645,11.7577,6359.7189,0.0034,0.7304,2.6859,220.2044,8.3946,5.1276,0.7245,0.0015,0.7122,2.6606,0.0627,0.0284,4670.3500,8.4490,3987.7258,8.2910,6800.1219,8.8247,0.1580,0.2961,-0.2334
2015-09-06,4.9205,7.5934,0.7176,240.4200,8.4824,5.1380,0.7274,5.1223,0.7231,8.3505,210.7165,0.8373,5.4647,11.7598,6373.0948,0.0042,0.7388,2.6972,220.5464,8.3961,5.1278,0.7246,0.0015,0.7119,2.6602,0.0780,0.0279,4670.3500,8.4490,3989.2592,8.2914,6802.7367,8.8251,0.1576,0.2953,-0.2173
2015-09-07,4.9233,7.5940,0.7177,240.4600,8.4826,5.1380,0.7274,5.1226,0.7232,8.3530,211.2409,0.8374,5.4649,11.7619,6386.4909,0.0041,0.7381,2.6963,220.8911,8.3977,5.1280,0.7246,0.0014,0.7116,2.6598,0.0767,0.0273,4670.3500,8.4490,3990.7931,8.2917,6805.3524,8.8255,0.1572,0.2946,-0.2179
2015-09-08,4.9260,7.5945,0.7178,243.6900,8.4959,5.1396,0.7278,5.1229,0.7233,8.3555,211.7665,0.8375,5.4650,11.7640,6399.9073,0.0045,0.7414,2.7008,221.2383,8.3992,5.1281,0.7247,0.0014,0.7113,2.6594,0.0828,0.0268,4769.7200,8.4700,3992.3276,8.2921,6807.9692,8.8258,0.1779,0.3333,-0.2505
2015-09-09,4.9288,7.5951,0.7179,239.9500,8.4804,5.1378,0.7273,5.1232,0.7234,8.3580,212.2933,0.8376,5.4652,11.7661,6413.3440,0.0039,0.7359,2.6933,221.5881,8.4008,5.1283,0.7247,0.0014,0.7110,2.6590,0.0727,0.0262,4856.2700,8.4880,3993.8627,8.2925,6810.5870,8.8262,0.1955,0.3663,-0.2936
